ITEM_SID,STYLE_SID,SET,ATTR,Band,Color,Cup,Special
1.77762503544186e+18,1.77762503523692e+18,,,,,,
1.77762503736289e+18,1.77762503523692e+18,,,,,,
1.77762503523692e+18,1.77762503523692e+18,,,,,,
1.77762503942535e+18,1.77762503527534e+18,,,,,,
1.77762504094132e+18,1.77762503527534e+18,,,,,,
1.77762504306661e+18,1.77762503527534e+18,,,,,,
1.77762503527534e+18,1.77762503527534e+18,,,,,,
1.77762503926395e+18,1.77762503960195e+18,,,,,,
1.77762503937176e+18,1.77762503960195e+18,,,,,,
1.77762503937317e+18,1.77762503960195e+18,,,,,,
1.77762503972592e+18,1.77762503960195e+18,,,,,,
1.77762504059003e+18,1.77762503960195e+18,,,,,,
1.77762504071492e+18,1.77762503960195e+18,,,,,,
1.77762504144231e+18,1.77762503960195e+18,,,,,,
1.77762504237055e+18,1.77762503960195e+18,,,,,,
1.77762504270958e+18,1.77762503960195e+18,,,,,,
1.77762503960195e+18,1.77762503960195e+18,,,,,,
1.7776250411073e+18,1.77762504129104e+18,,,,,,
1.77762504111512e+18,1.77762504129104e+18,,,,,,
1.77762504129104e+18,1.77762504129104e+18,,,,,,
1.77762504390614e+18,1.77762504366273e+18,,,,,,
1.77762504565343e+18,1.77762504366273e+18,,,,,,
1.77762504623113e+18,1.77762504366273e+18,,,,,,
1.77762504366273e+18,1.77762504366273e+18,,,,,,
1.77762504368878e+18,1.77762504430442e+18,,,,,,
1.77762504414403e+18,1.77762504430442e+18,,,,,,
1.77762504650224e+18,1.77762504430442e+18,,,,,,
1.77762504430442e+18,1.77762504430442e+18,,,,,,
1.77762504351679e+18,1.77762504452783e+18,,,,,,
1.77762504450897e+18,1.77762504452783e+18,,,,,,
1.77762504452783e+18,1.77762504452783e+18,,,,,,
1.77762504507993e+18,1.7776250451225e+18,,,,,,
1.7776250451225e+18,1.7776250451225e+18,,,,,,
1.77762504856053e+18,1.77762504786669e+18,,,,,,
1.77762505022116e+18,1.77762504786669e+18,,,,,,
1.77762504786669e+18,1.77762504786669e+18,,,,,,
1.77762504993929e+18,1.77762504810602e+18,,,,,,
1.77762505125493e+18,1.77762504810602e+18,,,,,,
1.77762504810602e+18,1.77762504810602e+18,,,,,,
1.77762504856485e+18,1.77762504833682e+18,,,,,,
1.7776250494673e+18,1.77762504833682e+18,,,,,,
1.77762504968037e+18,1.77762504833682e+18,,,,,,
1.77762505107871e+18,1.77762504833682e+18,,,,,,
1.77762505131341e+18,1.77762504833682e+18,,,,,,
1.77762505151852e+18,1.77762504833682e+18,,,,,,
1.77762504833682e+18,1.77762504833682e+18,,,,,,
1.77762504843738e+18,1.77762504872243e+18,,,,,,
1.77762505046677e+18,1.77762504872243e+18,,,,,,
1.77762505076914e+18,1.77762504872243e+18,,,,,,
1.77762505357871e+18,1.77762504872243e+18,,,,,,
1.77762504872243e+18,1.77762504872243e+18,,,,,,
1.77762505317988e+18,1.77762505228675e+18,,,,,,
1.77762505425409e+18,1.77762505228675e+18,,,,,,
1.77762505464992e+18,1.77762505228675e+18,,,,,,
1.77762505507241e+18,1.77762505228675e+18,,,,,,
1.77762505228675e+18,1.77762505228675e+18,,,,,,
1.77762505200523e+18,1.77762505233762e+18,,,,,,
1.7776250533402e+18,1.77762505233762e+18,,,,,,
1.77762505403576e+18,1.77762505233762e+18,,,,,,
1.7776250552752e+18,1.77762505233762e+18,,,,,,
1.77762505643792e+18,1.77762505233762e+18,,,,,,
1.77762505648338e+18,1.77762505233762e+18,,,,,,
1.77762505740314e+18,1.77762505233762e+18,,,,,,
1.77762505774186e+18,1.77762505233762e+18,,,,,,
1.77762505810937e+18,1.77762505233762e+18,,,,,,
1.77762505915844e+18,1.77762505233762e+18,,,,,,
1.77762505959349e+18,1.77762505233762e+18,,,,,,
1.77762506025973e+18,1.77762505233762e+18,,,,,,
1.77762505233762e+18,1.77762505233762e+18,,,,,,
1.7776250523211e+18,1.77762505292278e+18,,,,,,
1.7776250540628e+18,1.77762505292278e+18,,,,,,
1.77762505574205e+18,1.77762505292278e+18,,,,,,
1.77762505595883e+18,1.77762505292278e+18,,,,,,
1.77762505292278e+18,1.77762505292278e+18,,,,,,
1.77762505816357e+18,1.77762505628809e+18,,,,,,
1.77762506021073e+18,1.77762505628809e+18,,,,,,
1.77762506318535e+18,1.77762505628809e+18,,,,,,
1.77762505628809e+18,1.77762505628809e+18,,,,,,
1.77762505659327e+18,1.77762505896485e+18,,,,,,
1.77762505713177e+18,1.77762505896485e+18,,,,,,
1.77762505922221e+18,1.77762505896485e+18,,,,,,
1.77762505958814e+18,1.77762505896485e+18,,,,,,
1.77762505896485e+18,1.77762505896485e+18,,,,,,
1.77762506158403e+18,1.7776250606763e+18,,,,,,
1.77762506227393e+18,1.7776250606763e+18,,,,,,
1.77762506275328e+18,1.7776250606763e+18,,,,,,
1.77762506413951e+18,1.7776250606763e+18,,,,,,
1.7776250606763e+18,1.7776250606763e+18,,,,,,
1.77762506212406e+18,1.77762506111912e+18,,,,,,
1.77762506420487e+18,1.77762506111912e+18,,,,,,
1.7776250644168e+18,1.77762506111912e+18,,,,,,
1.77762506111912e+18,1.77762506111912e+18,,,,,,
1.77762506547055e+18,1.7776250649158e+18,,,,,,
1.77762506684873e+18,1.7776250649158e+18,,,,,,
1.77762506880663e+18,1.7776250649158e+18,,,,,,
1.77762506882923e+18,1.7776250649158e+18,,,,,,
1.7776250649158e+18,1.7776250649158e+18,,,,,,
1.7776250692862e+18,1.77762506887876e+18,,,,,,
1.7776250695319e+18,1.77762506887876e+18,,,,,,
1.77762507097685e+18,1.77762506887876e+18,,,,,,
1.77762507147557e+18,1.77762506887876e+18,,,,,,
1.77762506887876e+18,1.77762506887876e+18,,,,,,
1.77762506973743e+18,1.77762506950931e+18,,,,,,
1.77762506950931e+18,1.77762506950931e+18,,,,,,
1.77762507023663e+18,1.77762507173886e+18,,,,,,
1.77762507173886e+18,1.77762507173886e+18,,,,,,
1.77762507516682e+18,1.77762507474472e+18,,,,,,
1.777625076674e+18,1.77762507474472e+18,,,,,,
1.77762507474472e+18,1.77762507474472e+18,,,,,,
1.77762507448686e+18,1.7776250752478e+18,,,,,,
1.77762507694883e+18,1.7776250752478e+18,,,,,,
1.7776250752478e+18,1.7776250752478e+18,,,,,,
1.77762507963239e+18,1.77762508055986e+18,,,,,,
1.77762508055986e+18,1.77762508055986e+18,,,,,,
1.77762507937457e+18,1.77762508059917e+18,,,,,,
1.77762508205787e+18,1.77762508059917e+18,,,,,,
1.77762508408505e+18,1.77762508059917e+18,,,,,,
1.77762508531711e+18,1.77762508059917e+18,,,,,,
1.77762508537083e+18,1.77762508059917e+18,,,,,,
1.77762508059917e+18,1.77762508059917e+18,,,,,,
1.77762509489016e+18,1.77762509497241e+18,,,,,,
1.77762509538014e+18,1.77762509497241e+18,,,,,,
1.77762509607335e+18,1.77762509497241e+18,,,,,,
1.77762509627051e+18,1.77762509497241e+18,,,,,,
1.77762509679877e+18,1.77762509497241e+18,,,,,,
1.77762509690716e+18,1.77762509497241e+18,,,,,,
1.77762509742159e+18,1.77762509497241e+18,,,,,,
1.77762509771095e+18,1.77762509497241e+18,,,,,,
1.77762509781182e+18,1.77762509497241e+18,,,,,,
1.77762509794468e+18,1.77762509497241e+18,,,,,,
1.77762509800257e+18,1.77762509497241e+18,,,,,,
1.77762509813369e+18,1.77762509497241e+18,,,,,,
1.77762509916258e+18,1.77762509497241e+18,,,,,,
1.77762509923603e+18,1.77762509497241e+18,,,,,,
1.77762510034967e+18,1.77762509497241e+18,,,,,,
1.77762510053687e+18,1.77762509497241e+18,,,,,,
1.7776251005482e+18,1.77762509497241e+18,,,,,,
1.77762510055056e+18,1.77762509497241e+18,,,,,,
1.77762510082331e+18,1.77762509497241e+18,,,,,,
1.77762510103028e+18,1.77762509497241e+18,,,,,,
1.77762510158248e+18,1.77762509497241e+18,,,,,,
1.77762510171716e+18,1.77762509497241e+18,,,,,,
1.77762510220591e+18,1.77762509497241e+18,,,,,,
1.77762510231763e+18,1.77762509497241e+18,,,,,,
1.7776251026688e+18,1.77762509497241e+18,,,,,,
1.77762510269988e+18,1.77762509497241e+18,,,,,,
1.77762510557475e+18,1.77762509497241e+18,,,,,,
1.77762510558328e+18,1.77762509497241e+18,,,,,,
1.77762510600244e+18,1.77762509497241e+18,,,,,,
1.77762510607153e+18,1.77762509497241e+18,,,,,,
1.77762510737741e+18,1.77762509497241e+18,,,,,,
1.77762510743968e+18,1.77762509497241e+18,,,,,,
1.77762509497241e+18,1.77762509497241e+18,,,,,,
1.77762510377956e+18,1.77762510478852e+18,,,,,,
1.77762510466814e+18,1.77762510478852e+18,,,,,,
1.77762510540819e+18,1.77762510478852e+18,,,,,,
1.77762510583651e+18,1.77762510478852e+18,,,,,,
1.7776251067046e+18,1.77762510478852e+18,,,,,,
1.77762510692885e+18,1.77762510478852e+18,,,,,,
1.77762510793856e+18,1.77762510478852e+18,,,,,,
1.77762510851982e+18,1.77762510478852e+18,,,,,,
1.77762510859234e+18,1.77762510478852e+18,,,,,,
1.77762510880227e+18,1.77762510478852e+18,,,,,,
1.77762510917732e+18,1.77762510478852e+18,,,,,,
1.77762510959068e+18,1.77762510478852e+18,,,,,,
1.77762511025007e+18,1.77762510478852e+18,,,,,,
1.77762511026932e+18,1.77762510478852e+18,,,,,,
1.77762511033208e+18,1.77762510478852e+18,,,,,,
1.77762511051081e+18,1.77762510478852e+18,,,,,,
1.77762511055601e+18,1.77762510478852e+18,,,,,,
1.77762511064451e+18,1.77762510478852e+18,,,,,,
1.77762511118656e+18,1.77762510478852e+18,,,,,,
1.77762511151071e+18,1.77762510478852e+18,,,,,,
1.7776251161347e+18,1.77762510478852e+18,,,,,,
1.77762510478852e+18,1.77762510478852e+18,,,,,,
1.77762511288825e+18,1.77762511213324e+18,,,,,,
1.77762511307008e+18,1.77762511213324e+18,,,,,,
1.77762511323837e+18,1.77762511213324e+18,,,,,,
1.77762511332665e+18,1.77762511213324e+18,,,,,,
1.7776251139972e+18,1.77762511213324e+18,,,,,,
1.77762511401576e+18,1.77762511213324e+18,,,,,,
1.77762511435617e+18,1.77762511213324e+18,,,,,,
1.7776251143686e+18,1.77762511213324e+18,,,,,,
1.77762511480953e+18,1.77762511213324e+18,,,,,,
1.77762511492894e+18,1.77762511213324e+18,,,,,,
1.7776251150958e+18,1.77762511213324e+18,,,,,,
1.77762511589958e+18,1.77762511213324e+18,,,,,,
1.77762511623001e+18,1.77762511213324e+18,,,,,,
1.77762511630551e+18,1.77762511213324e+18,,,,,,
1.77762511637955e+18,1.77762511213324e+18,,,,,,
1.77762511645849e+18,1.77762511213324e+18,,,,,,
1.77762511665777e+18,1.77762511213324e+18,,,,,,
1.77762511770138e+18,1.77762511213324e+18,,,,,,
1.77762511777065e+18,1.77762511213324e+18,,,,,,
1.77762511794361e+18,1.77762511213324e+18,,,,,,
1.77762511822644e+18,1.77762511213324e+18,,,,,,
1.77762511824186e+18,1.77762511213324e+18,,,,,,
1.77762511857108e+18,1.77762511213324e+18,,,,,,
1.77762511959372e+18,1.77762511213324e+18,,,,,,
1.77762511965515e+18,1.77762511213324e+18,,,,,,
1.77762511974678e+18,1.77762511213324e+18,,,,,,
1.77762512021638e+18,1.77762511213324e+18,,,,,,
1.77762512058608e+18,1.77762511213324e+18,,,,,,
1.77762512084466e+18,1.77762511213324e+18,,,,,,
1.77762512127681e+18,1.77762511213324e+18,,,,,,
1.77762512131427e+18,1.77762511213324e+18,,,,,,
1.77762512180125e+18,1.77762511213324e+18,,,,,,
1.77762512303108e+18,1.77762511213324e+18,,,,,,
1.77762512319367e+18,1.77762511213324e+18,,,,,,
1.77762512320709e+18,1.77762511213324e+18,,,,,,
1.7776251233614e+18,1.77762511213324e+18,,,,,,
1.77762512343596e+18,1.77762511213324e+18,,,,,,
1.77762512448951e+18,1.77762511213324e+18,,,,,,
1.77762512455351e+18,1.77762511213324e+18,,,,,,
1.77762512468311e+18,1.77762511213324e+18,,,,,,
1.77762511213324e+18,1.77762511213324e+18,,,,,,
1.77762512530525e+18,1.77762512527037e+18,,,,,,
1.77762512561721e+18,1.77762512527037e+18,,,,,,
1.7776251256504e+18,1.77762512527037e+18,,,,,,
1.77762512597782e+18,1.77762512527037e+18,,,,,,
1.77762512616527e+18,1.77762512527037e+18,,,,,,
1.77762512659497e+18,1.77762512527037e+18,,,,,,
1.77762512664908e+18,1.77762512527037e+18,,,,,,
1.77762512667865e+18,1.77762512527037e+18,,,,,,
1.77762512705907e+18,1.77762512527037e+18,,,,,,
1.7776251276671e+18,1.77762512527037e+18,,,,,,
1.7776251278406e+18,1.77762512527037e+18,,,,,,
1.777625128262e+18,1.77762512527037e+18,,,,,,
1.77762512884575e+18,1.77762512527037e+18,,,,,,
1.77762512935242e+18,1.77762512527037e+18,,,,,,
1.77762512940245e+18,1.77762512527037e+18,,,,,,
1.77762512965322e+18,1.77762512527037e+18,,,,,,
1.77762513020845e+18,1.77762512527037e+18,,,,,,
1.77762513070963e+18,1.77762512527037e+18,,,,,,
1.77762513091433e+18,1.77762512527037e+18,,,,,,
1.77762513107195e+18,1.77762512527037e+18,,,,,,
1.77762513138199e+18,1.77762512527037e+18,,,,,,
1.77762513163906e+18,1.77762512527037e+18,,,,,,
1.77762513197174e+18,1.77762512527037e+18,,,,,,
1.77762513209518e+18,1.77762512527037e+18,,,,,,
1.77762513271886e+18,1.77762512527037e+18,,,,,,
1.77762513274885e+18,1.77762512527037e+18,,,,,,
1.77762513346022e+18,1.77762512527037e+18,,,,,,
1.77762513384909e+18,1.77762512527037e+18,,,,,,
1.77762513391162e+18,1.77762512527037e+18,,,,,,
1.77762513393767e+18,1.77762512527037e+18,,,,,,
1.77762513397232e+18,1.77762512527037e+18,,,,,,
1.77762513406092e+18,1.77762512527037e+18,,,,,,
1.77762513445251e+18,1.77762512527037e+18,,,,,,
1.77762513584412e+18,1.77762512527037e+18,,,,,,
1.77762513585481e+18,1.77762512527037e+18,,,,,,
1.77762513687796e+18,1.77762512527037e+18,,,,,,
1.77762513704685e+18,1.77762512527037e+18,,,,,,
1.77762513711516e+18,1.77762512527037e+18,,,,,,
1.77762513737019e+18,1.77762512527037e+18,,,,,,
1.77762513751175e+18,1.77762512527037e+18,,,,,,
1.7776251377311e+18,1.77762512527037e+18,,,,,,
1.77762513810335e+18,1.77762512527037e+18,,,,,,
1.77762513821133e+18,1.77762512527037e+18,,,,,,
1.7776251382763e+18,1.77762512527037e+18,,,,,,
1.77762513835646e+18,1.77762512527037e+18,,,,,,
1.77762513913051e+18,1.77762512527037e+18,,,,,,
1.77762513929168e+18,1.77762512527037e+18,,,,,,
1.77762513938907e+18,1.77762512527037e+18,,,,,,
1.77762513944054e+18,1.77762512527037e+18,,,,,,
1.77762513963087e+18,1.77762512527037e+18,,,,,,
1.77762513984764e+18,1.77762512527037e+18,,,,,,
1.77762513984898e+18,1.77762512527037e+18,,,,,,
1.77762514016468e+18,1.77762512527037e+18,,,,,,
1.77762514027571e+18,1.77762512527037e+18,,,,,,
1.77762514124213e+18,1.77762512527037e+18,,,,,,
1.7776251415349e+18,1.77762512527037e+18,,,,,,
1.77762514224205e+18,1.77762512527037e+18,,,,,,
1.77762514232007e+18,1.77762512527037e+18,,,,,,
1.77762514258058e+18,1.77762512527037e+18,,,,,,
1.7776251431235e+18,1.77762512527037e+18,,,,,,
1.77762514441966e+18,1.77762512527037e+18,,,,,,
1.77762514482686e+18,1.77762512527037e+18,,,,,,
1.77762514503864e+18,1.77762512527037e+18,,,,,,
1.77762514511248e+18,1.77762512527037e+18,,,,,,
1.77762514519229e+18,1.77762512527037e+18,,,,,,
1.77762514539485e+18,1.77762512527037e+18,,,,,,
1.77762512527037e+18,1.77762512527037e+18,,,,,,
1.77762515509496e+18,1.77762515531114e+18,,,,,,
1.77762515518568e+18,1.77762515531114e+18,,,,,,
1.77762515535432e+18,1.77762515531114e+18,,,,,,
1.77762515605691e+18,1.77762515531114e+18,,,,,,
1.77762515644109e+18,1.77762515531114e+18,,,,,,
1.77762515646428e+18,1.77762515531114e+18,,,,,,
1.77762515663055e+18,1.77762515531114e+18,,,,,,
1.77762515687805e+18,1.77762515531114e+18,,,,,,
1.77762515735732e+18,1.77762515531114e+18,,,,,,
1.77762515776453e+18,1.77762515531114e+18,,,,,,
1.77762515821442e+18,1.77762515531114e+18,,,,,,
1.77762515832303e+18,1.77762515531114e+18,,,,,,
1.77762515926994e+18,1.77762515531114e+18,,,,,,
1.77762515929589e+18,1.77762515531114e+18,,,,,,
1.77762515955102e+18,1.77762515531114e+18,,,,,,
1.77762515957646e+18,1.77762515531114e+18,,,,,,
1.77762516015236e+18,1.77762515531114e+18,,,,,,
1.77762516056212e+18,1.77762515531114e+18,,,,,,
1.77762516104067e+18,1.77762515531114e+18,,,,,,
1.77762516127829e+18,1.77762515531114e+18,,,,,,
1.7776251623644e+18,1.77762515531114e+18,,,,,,
1.77762516240862e+18,1.77762515531114e+18,,,,,,
1.77762516241826e+18,1.77762515531114e+18,,,,,,
1.77762516268108e+18,1.77762515531114e+18,,,,,,
1.77762516297509e+18,1.77762515531114e+18,,,,,,
1.77762516349361e+18,1.77762515531114e+18,,,,,,
1.77762516357419e+18,1.77762515531114e+18,,,,,,
1.77762516376303e+18,1.77762515531114e+18,,,,,,
1.77762516409458e+18,1.77762515531114e+18,,,,,,
1.77762516458845e+18,1.77762515531114e+18,,,,,,
1.77762516463606e+18,1.77762515531114e+18,,,,,,
1.77762516514662e+18,1.77762515531114e+18,,,,,,
1.77762516596804e+18,1.77762515531114e+18,,,,,,
1.77762516624347e+18,1.77762515531114e+18,,,,,,
1.77762516635072e+18,1.77762515531114e+18,,,,,,
1.77762516654092e+18,1.77762515531114e+18,,,,,,
1.77762516706806e+18,1.77762515531114e+18,,,,,,
1.77762516714967e+18,1.77762515531114e+18,,,,,,
1.77762516730783e+18,1.77762515531114e+18,,,,,,
1.77762516770662e+18,1.77762515531114e+18,,,,,,
1.77762516800872e+18,1.77762515531114e+18,,,,,,
1.77762516841784e+18,1.77762515531114e+18,,,,,,
1.77762516865323e+18,1.77762515531114e+18,,,,,,
1.77762516876047e+18,1.77762515531114e+18,,,,,,
1.77762516912433e+18,1.77762515531114e+18,,,,,,
1.77762516916388e+18,1.77762515531114e+18,,,,,,
1.7776251694193e+18,1.77762515531114e+18,,,,,,
1.77762516959432e+18,1.77762515531114e+18,,,,,,
1.77762516961969e+18,1.77762515531114e+18,,,,,,
1.7776251701526e+18,1.77762515531114e+18,,,,,,
1.77762517032072e+18,1.77762515531114e+18,,,,,,
1.77762517063001e+18,1.77762515531114e+18,,,,,,
1.77762517112544e+18,1.77762515531114e+18,,,,,,
1.77762517175407e+18,1.77762515531114e+18,,,,,,
1.7776251723647e+18,1.77762515531114e+18,,,,,,
1.77762517295154e+18,1.77762515531114e+18,,,,,,
1.77762517299261e+18,1.77762515531114e+18,,,,,,
1.77762517352033e+18,1.77762515531114e+18,,,,,,
1.77762517444187e+18,1.77762515531114e+18,,,,,,
1.77762517480661e+18,1.77762515531114e+18,,,,,,
1.77762517489263e+18,1.77762515531114e+18,,,,,,
1.77762517534759e+18,1.77762515531114e+18,,,,,,
1.77762517544467e+18,1.77762515531114e+18,,,,,,
1.77762517562059e+18,1.77762515531114e+18,,,,,,
1.7776251757972e+18,1.77762515531114e+18,,,,,,
1.777625176007e+18,1.77762515531114e+18,,,,,,
1.77762517622199e+18,1.77762515531114e+18,,,,,,
1.77762517635735e+18,1.77762515531114e+18,,,,,,
1.77762515531114e+18,1.77762515531114e+18,,,,,,
1.77762517652799e+18,1.77762517677477e+18,,,,,,
1.77762517949684e+18,1.77762517677477e+18,,,,,,
1.77762517999987e+18,1.77762517677477e+18,,,,,,
1.77762518080116e+18,1.77762517677477e+18,,,,,,
1.77762518115961e+18,1.77762517677477e+18,,,,,,
1.77762518158974e+18,1.77762517677477e+18,,,,,,
1.77762518162731e+18,1.77762517677477e+18,,,,,,
1.77762518324255e+18,1.77762517677477e+18,,,,,,
1.77762518329535e+18,1.77762517677477e+18,,,,,,
1.77762518349855e+18,1.77762517677477e+18,,,,,,
1.7776251839632e+18,1.77762517677477e+18,,,,,,
1.77762518398385e+18,1.77762517677477e+18,,,,,,
1.77762518401063e+18,1.77762517677477e+18,,,,,,
1.77762518406638e+18,1.77762517677477e+18,,,,,,
1.77762518431991e+18,1.77762517677477e+18,,,,,,
1.77762518433102e+18,1.77762517677477e+18,,,,,,
1.77762518440001e+18,1.77762517677477e+18,,,,,,
1.77762518539979e+18,1.77762517677477e+18,,,,,,
1.77762518560916e+18,1.77762517677477e+18,,,,,,
1.7776251862134e+18,1.77762517677477e+18,,,,,,
1.7776251862255e+18,1.77762517677477e+18,,,,,,
1.77762518655464e+18,1.77762517677477e+18,,,,,,
1.77762518683219e+18,1.77762517677477e+18,,,,,,
1.77762518710101e+18,1.77762517677477e+18,,,,,,
1.77762518737042e+18,1.77762517677477e+18,,,,,,
1.77762518783833e+18,1.77762517677477e+18,,,,,,
1.7776251880332e+18,1.77762517677477e+18,,,,,,
1.77762518818224e+18,1.77762517677477e+18,,,,,,
1.77762518827715e+18,1.77762517677477e+18,,,,,,
1.77762518847307e+18,1.77762517677477e+18,,,,,,
1.77762518918333e+18,1.77762517677477e+18,,,,,,
1.77762517677477e+18,1.77762517677477e+18,,,,,,
1.777625202579e+18,1.7776252022579e+18,,,,,,
1.77762520369428e+18,1.7776252022579e+18,,,,,,
1.77762520430418e+18,1.7776252022579e+18,,,,,,
1.77762520439841e+18,1.7776252022579e+18,,,,,,
1.77762520463759e+18,1.7776252022579e+18,,,,,,
1.77762520484919e+18,1.7776252022579e+18,,,,,,
1.77762520585621e+18,1.7776252022579e+18,,,,,,
1.77762520655649e+18,1.7776252022579e+18,,,,,,
1.77762520656536e+18,1.7776252022579e+18,,,,,,
1.77762520660729e+18,1.7776252022579e+18,,,,,,
1.7776252066255e+18,1.7776252022579e+18,,,,,,
1.77762520722503e+18,1.7776252022579e+18,,,,,,
1.77762520872809e+18,1.7776252022579e+18,,,,,,
1.77762520897232e+18,1.7776252022579e+18,,,,,,
1.77762520902322e+18,1.7776252022579e+18,,,,,,
1.77762520910679e+18,1.7776252022579e+18,,,,,,
1.77762520916113e+18,1.7776252022579e+18,,,,,,
1.77762520934145e+18,1.7776252022579e+18,,,,,,
1.77762520974397e+18,1.7776252022579e+18,,,,,,
1.77762521012858e+18,1.7776252022579e+18,,,,,,
1.77762521015007e+18,1.7776252022579e+18,,,,,,
1.77762521129642e+18,1.7776252022579e+18,,,,,,
1.77762521196737e+18,1.7776252022579e+18,,,,,,
1.77762521209199e+18,1.7776252022579e+18,,,,,,
1.7776252122372e+18,1.7776252022579e+18,,,,,,
1.77762521246679e+18,1.7776252022579e+18,,,,,,
1.77762521259549e+18,1.7776252022579e+18,,,,,,
1.77762521265634e+18,1.7776252022579e+18,,,,,,
1.77762521274161e+18,1.7776252022579e+18,,,,,,
1.7776252022579e+18,1.7776252022579e+18,,,,,,
1.77762521593622e+18,1.77762521546236e+18,,,,,,
1.77762521610178e+18,1.77762521546236e+18,,,,,,
1.7776252161954e+18,1.77762521546236e+18,,,,,,
1.77762521761535e+18,1.77762521546236e+18,,,,,,
1.77762521847075e+18,1.77762521546236e+18,,,,,,
1.77762521898741e+18,1.77762521546236e+18,,,,,,
1.77762521546236e+18,1.77762521546236e+18,,,,,,
1.77762521742242e+18,1.77762521614746e+18,,,,,,
1.7776252194806e+18,1.77762521614746e+18,,,,,,
1.7776252203494e+18,1.77762521614746e+18,,,,,,
1.77762522056531e+18,1.77762521614746e+18,,,,,,
1.77762522332492e+18,1.77762521614746e+18,,,,,,
1.77762522348756e+18,1.77762521614746e+18,,,,,,
1.77762521614746e+18,1.77762521614746e+18,,,,,,
1.77762522098881e+18,1.77762521995976e+18,,,,,,
1.77762522181157e+18,1.77762521995976e+18,,,,,,
1.77762522189263e+18,1.77762521995976e+18,,,,,,
1.77762522196974e+18,1.77762521995976e+18,,,,,,
1.77762521995976e+18,1.77762521995976e+18,,,,,,
1.77762522502734e+18,1.77762522388749e+18,,,,,,
1.77762522526214e+18,1.77762522388749e+18,,,,,,
1.7776252255017e+18,1.77762522388749e+18,,,,,,
1.77762522570053e+18,1.77762522388749e+18,,,,,,
1.77762522647159e+18,1.77762522388749e+18,,,,,,
1.77762522780302e+18,1.77762522388749e+18,,,,,,
1.77762522388749e+18,1.77762522388749e+18,,,,,,
1.77762522493788e+18,1.77762522703784e+18,,,,,,
1.77762522771015e+18,1.77762522703784e+18,,,,,,
1.77762522703784e+18,1.77762522703784e+18,,,,,,
1.77762522822703e+18,1.77762522878603e+18,BandCupColor,Cup:F|Band:36|Color:TEAL BLACK,36,TEAL BLACK,F,
1.77762522831867e+18,1.77762522878603e+18,BandCupColor,Cup:GG|Band:38|Color:TEAL BLACK,38,TEAL BLACK,GG,
1.77762522859575e+18,1.77762522878603e+18,BandCupColor,Cup:H|Band:38|Color:TEAL BLACK,38,TEAL BLACK,H,
1.77762522876912e+18,1.77762522878603e+18,BandCupColor,Cup:E|Band:38|Color:TEAL BLACK,38,TEAL BLACK,E,
1.77762522899554e+18,1.77762522878603e+18,BandCupColor,Cup:F|Band:38|Color:TEAL BLACK,38,TEAL BLACK,F,
1.77762522909336e+18,1.77762522878603e+18,BandCupColor,Cup:FF|Band:38|Color:TEAL BLACK,38,TEAL BLACK,FF,
1.7776252306775e+18,1.77762522878603e+18,BandCupColor,Cup:G|Band:38|Color:TEAL BLACK,38,TEAL BLACK,G,
1.77762523091569e+18,1.77762522878603e+18,BandCupColor,Cup:G|Band:36|Color:TEAL BLACK,36,TEAL BLACK,G,
1.77762523196093e+18,1.77762522878603e+18,BandCupColor,Cup:H|Band:36|Color:TEAL BLACK,36,TEAL BLACK,H,
1.77762523209137e+18,1.77762522878603e+18,BandCupColor,Cup:FF|Band:36|Color:TEAL BLACK,36,TEAL BLACK,FF,
1.77762523211901e+18,1.77762522878603e+18,BandCupColor,Cup:GG|Band:36|Color:TEAL BLACK,36,TEAL BLACK,GG,
1.77762522878603e+18,1.77762522878603e+18,BandCupColor,Cup:None|Band:None|Color:None,None,None,None,
1.7776252330121e+18,1.77762523243965e+18,,,,,,
1.77762523358199e+18,1.77762523243965e+18,,,,,,
1.77762523368218e+18,1.77762523243965e+18,,,,,,
1.77762523390239e+18,1.77762523243965e+18,,,,,,
1.77762523582297e+18,1.77762523243965e+18,,,,,,
1.77762523243965e+18,1.77762523243965e+18,,,,,,
1.77762523374548e+18,1.77762523518855e+18,,,,,,
1.77762523463279e+18,1.77762523518855e+18,,,,,,
1.77762523518855e+18,1.77762523518855e+18,,,,,,
1.77762524518487e+18,1.77762524555452e+18,,,,,,
1.77762524686093e+18,1.77762524555452e+18,,,,,,
1.77762524731089e+18,1.77762524555452e+18,,,,,,
1.77762524772616e+18,1.77762524555452e+18,,,,,,
1.77762524788905e+18,1.77762524555452e+18,,,,,,
1.77762524824562e+18,1.77762524555452e+18,,,,,,
1.77762524844288e+18,1.77762524555452e+18,,,,,,
1.77762524870133e+18,1.77762524555452e+18,,,,,,
1.77762524885314e+18,1.77762524555452e+18,,,,,,
1.77762524938711e+18,1.77762524555452e+18,,,,,,
1.77762524993064e+18,1.77762524555452e+18,,,,,,
1.77762525033544e+18,1.77762524555452e+18,,,,,,
1.77762525035041e+18,1.77762524555452e+18,,,,,,
1.77762525056487e+18,1.77762524555452e+18,,,,,,
1.77762525097095e+18,1.77762524555452e+18,,,,,,
1.77762525147468e+18,1.77762524555452e+18,,,,,,
1.7776252516391e+18,1.77762524555452e+18,,,,,,
1.77762525201634e+18,1.77762524555452e+18,,,,,,
